name,city,country,iata,icao,x,y,elevation
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,145.391998291,-6.081689834590001,5282
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,145.789001465,-5.20707988739,20
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,144.29600524902344,-5.826789855957031,5388
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,146.725977,-6.569803,239
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,147.22000122070312,-9.443380355834961,146
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,143.669006348,-3.58383011818,19
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,-45.4259986877,61.1604995728,112
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,-51.6781005859,64.19090271,283
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,-50.7116031647,67.0122218992,165
Thule Air Base,Thule,Greenland,THU,BGTL,-68.7032012939,76.5311965942,251
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,-18.07270050048828,65.66000366210938,6
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,-14.401399612426758,65.2833023071289,76
Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,-15.2272,64.295601,24
Húsavík Airport,Husavik,Iceland,HZK,BIHU,-17.426001,65.952301,48
Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,-23.135299682617188,66.05809783935547,8
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,-22.605600357056,63.985000610352,171
Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,-23.965,65.555801,11
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,-21.9405994415,64.1299972534,48
Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,-18.9167,66.133301,10
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,-20.278900146484375,63.42430114746094,326
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,-84.5093994140625,46.48500061035156,630
Winnipeg / St. Andrews Airport,Winnipeg,Canada,YAV,CYAV,-97.03250122070001,50.0564002991,760
Halifax / CFB Shearwater Heliport,Halifax,Canada,YAW,CYAW,-63.499401092499994,44.6397018433,144
St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,-56.083099365200006,51.3918991089,108
Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,-125.775583,49.079833,80
Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,-89.808098,68.534401,56
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,-68.20439910888672,49.13249969482422,71
CFB Bagotville,Bagotville,Canada,YBG,CYBG,-70.99639892578125,48.33060073852539,522
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,-96.077796936,64.29889678960001,59
Campbell River Airport,Campbell River,Canada,YBL,CYBL,-125.27100372314453,49.950801849365234,346
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,-99.951897,49.91,1343
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,-105.138000488,69.1081008911,90
Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,-123.869862556,49.054970224899996,92
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,-117.632003784,49.2963981628,1624
Miramichi Airport,Chatham,Canada,YCH,CYCH,-65.449203,47.007801,108
Charlo Airport,Charlo,Canada,YCL,CYCL,-66.330299,47.990799,132
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,-115.143997192,67.81670379639999,74
Coronation Airport,Coronation,Canada,YCT,CYCT,-111.444999695,52.0750007629,2595
Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,-121.939002991,49.1528015137,32
Clyde River Airport,Clyde River,Canada,YCY,CYCY,-68.5167007446,70.4860992432,87
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,-83.3593978882,64.1932983398,210
Dawson City Airport,Dawson,Canada,YDA,CYDA,-139.1280059814453,64.04309844970703,1215
Burwash Airport,Burwash,Canada,YDB,CYDB,-139.04100036621094,61.37110137939453,2647
Princeton Airport,Princeton,Canada,YDC,CYDC,-120.511001587,49.4681015015,2298
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,-57.39139938354492,49.21080017089844,72
Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,-130.031997681,58.4221992493,2600
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,-100.052001953125,51.100799560546875,999
Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,-120.18299865722656,55.7422981262207,2148
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,-113.580001831,53.309700012200004,2373
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,-94.07080078119999,61.0942001343,32
Estevan Airport,Estevan,Canada,YEN,CYEN,-102.966003418,49.2103004456,1905
Edson Airport,Edson,Canada,YET,CYET,-116.464996338,53.578899383499994,3043
Eureka Airport,Eureka,Canada,YEU,CYEU,-85.814201355,79.9946975708,256
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,-133.483001709,68.30419921880001,224
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,-68.5558013916,63.756401062,110
Fredericton Airport,Fredericton,Canada,YFC,CYFC,-66.53720092773438,45.868900299072266,68
Forestville Airport,Forestville,Canada,\N,CYFE,-69.09719848632812,48.74610137939453,293
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,-101.68199920654297,54.6781005859375,997
Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,-113.690002441,61.1808013916,526
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,-121.23699951171875,61.76020050048828,555
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,-76.5969009399414,44.22529983520508,305
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,-77.7042007446289,53.625301361083984,639
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,-64.4785995483,48.7752990723,112
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,-86.93939971923828,49.77830123901367,1144
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,-61.778099060058594,47.42470169067383,35
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,-102.310997009,52.8166999817,1175
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,-92.74420166015625,49.83169937133789,1354
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,-117.80599975585938,70.76280212402344,117
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,-95.84970092770001,68.635597229,152
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,-79.93499755859999,43.173599243199995,780
Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,-73.4169006348,45.5175018311,90
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,-115.782997131,60.8396987915,541
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,-63.5085983276,44.8807983398,477
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,-91.6386032104,48.7738990784,1408
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,-77.9666976929,72.6832962036,181
St Jean Airport,St. Jean,Canada,YJN,CYJN,-73.28109741210938,45.29439926147461,136
Stephenville Airport,Stephenville,Canada,YJT,CYJT,-58.54999923706055,48.5442008972168,84
Kamloops Airport,Kamloops,Canada,YKA,CYKA,-120.444000244,50.7022018433,1133
Waterloo Airport,Waterloo,Canada,YKF,CYKF,-80.3786010742,43.460800170899994,1055
Schefferville Airport,Schefferville,Canada,YKL,CYKL,-66.8052978515625,54.805301666259766,1709
Kindersley Airport,Kindersley,Canada,YKY,CYKY,-109.180999756,51.5175018311,2277
Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,-79.37000274658203,43.86220169067383,650
Chapleau Airport,Chapleau,Canada,YLD,CYLD,-83.3467025756836,47.81999969482422,1470
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,-108.52300262451172,54.125301361083984,1576
Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,-110.072998046875,53.309200286865234,2193
Alert Airport,Alert,Canada,YLT,CYLT,-62.2806015015,82.51779937740001,100
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,-119.377998352,49.9561004639,1421
Mayo Airport,Mayo,Canada,YMA,CYMA,-135.8679962158203,63.61640167236328,1653
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,-105.55899810791016,50.330299377441406,1892
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,-111.222000122,56.653301239,1211
Moosonee Airport,Moosonee,Canada,YMO,CYMO,-80.60780334472656,51.291099548339844,30
Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,-75.9906005859,46.2728004456,656
Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,-74.0386962891,45.6795005798,270
Natashquan Airport,Natashquan,Canada,YNA,CYNA,-61.78919982910156,50.189998626708984,39
Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,-75.5635986328,45.521701812699995,211
Matagami Airport,Matagami,Canada,YNM,CYNM,-77.80280303955078,49.76169967651367,918
Old Crow Airport,Old Crow,Canada,YOC,CYOC,-139.83900451660156,67.57060241699219,824
CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,-110.27899932861328,54.404998779296875,1775
High Level Airport,High Level,Canada,YOJ,CYOJ,-117.16500091552734,58.62139892578125,1110
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,-75.66919708251953,45.3224983215332,374
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,-105.672996521,53.214199066199996,1405
Peace River Airport,Peace River,Canada,YPE,CYPE,-117.4469985961914,56.226898193359375,1873
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,-98.273817,49.903099,885
Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,-122.70999908447266,49.21609878540039,11
Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,-90.21420288085938,51.4463996887207,1267
Port Menier Airport,Port Menier,Canada,YPN,CYPN,-64.2885971069336,49.83639907836914,167
Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,-78.36329650878906,44.22999954223633,628
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,-130.445007324,54.286098480199996,116
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,-111.11699676513672,58.7672004699707,761
Muskoka Airport,Muskoka,Canada,YQA,CYQA,-79.30329895019531,44.974700927734375,925
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,-71.393303,46.7911,244
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,-113.89399719238281,52.18220138549805,2968
Windsor Airport,Windsor,Canada,YQG,CYQG,-82.95559692382812,42.27560043334961,622
Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,-128.82200622558594,60.11640167236328,2255
Kenora Airport,Kenora,Canada,YQK,CYQK,-94.36309814453125,49.788299560546875,1332
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,-112.800003052,49.6302986145,3048
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,-64.67859649658203,46.11220169067383,232
Comox Airport,Comox,Canada,YQQ,CYQQ,-124.88700103759766,49.71080017089844,84
Regina International Airport,Regina,Canada,YQR,CYQR,-104.66600036621094,50.43190002441406,1894
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,-89.32389831542969,48.37189865112305,653
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,-118.885002136,55.1796989441,2195
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,-102.46199798583984,51.26470184326172,1635
North Battleford Airport,North Battleford,Canada,YQW,CYQW,-108.24400329589844,52.76919937133789,1799
Gander International Airport,Gander,Canada,YQX,CYQX,-54.56809997558594,48.9369010925293,496
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,-60.0477981567,46.161399841299996,203
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,-122.51000213623047,53.026100158691406,1789
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,-94.9693984985,74.7169036865,215
Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,-69.58470153808594,47.764400482177734,427
Roberval Airport,Roberval,Canada,YRJ,CYRJ,-72.2656021118164,48.52000045776367,586
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,-114.903999329,52.4296989441,3244
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,-92.1157989502,62.8114013672,94
Sudbury Airport,Sudbury,Canada,YSB,CYSB,-80.79889678955078,46.625,1141
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,-71.69139862060547,45.4385986328125,792
Saint John Airport,St. John,Canada,YSJ,CYSJ,-65.89029693603516,45.31610107421875,357
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,-111.96199798583984,60.020301818847656,671
Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,-84.613602,72.982201,2106
Summerside Airport,Summerside,Canada,YSU,CYSU,-63.83359909057617,46.44060134887695,56
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,-125.242996216,71.9938964844,282
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,-76.5267028809,64.2300033569,164
Thompson Airport,Thompson,Canada,YTH,CYTH,-97.86419677734375,55.80110168457031,729
CFB Trenton,Trenton,Canada,YTR,CYTR,-77.5280990600586,44.118900299072266,283
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,-81.376701355,48.569698333699996,967
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,-79.396202,43.627499,252
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,-133.0260009765625,69.43329620361328,15
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,-73.7407989502,45.4706001282,118
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,-86.22470092770001,66.5214004517,80
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,-81.2425,68.77610015869999,30
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,-78.83560180664062,48.20610046386719,988
La Ronge Airport,La Ronge,Canada,YVC,CYVC,-105.262001038,55.151401519800004,1242
Vermilion Airport,Vermillion,Canada,YVG,CYVG,-110.823997498,53.355800628699996,2025
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,-64.03140258789999,67.5457992554,21
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,-77.7827987671,48.0532989502,1107
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,-68.4269027709961,58.096099853515625,129
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,-126.7979965209961,65.28160095214844,238
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,-123.183998108,49.193901062,14
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,-108.417999268,55.8418998718,1423
Wiarton Airport,Wiarton,Canada,YVV,CYVV,-81.107201,44.7458,729
Petawawa Airport,Petawawa,Canada,YWA,CYWA,-77.31919860839844,45.95220184326172,427
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,-97.2398986816,49.909999847399995,783
Wabush Airport,Wabush,Canada,YWK,CYWK,-66.8644027709961,52.92190170288086,1808
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,-122.054000854,52.1831016541,3085
Wrigley Airport,Wrigley,Canada,YWY,CYWY,-123.43699645996094,63.20940017700195,489
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,-115.78199768066,49.610801696777,3082
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,-113.521003723,53.5724983215,2202
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,-106.69999694824219,52.170799255371094,1653
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,-110.72100067138672,50.01890182495117,2352
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,-120.73999786376953,56.23809814453125,2280
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,-91.9052963256836,50.11389923095703,1258
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,-65.71360015869999,66.1449966431,75
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,-79.8473453522,47.697400654599996,800
Prince George Airport,Prince George,Canada,YXS,CYXS,-122.679000854,53.8894004822,2267
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,-128.576009,54.468498,713
London Airport,London,Canada,YXU,CYXU,-81.1539,43.035599,912
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,-122.36100006103516,49.025299072265625,195
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,-135.067001343,60.7095985413,2317
North Bay Airport,North Bay,Canada,YYB,CYYB,-79.42279815673828,46.36360168457031,1215
Calgary International Airport,Calgary,Canada,YYC,CYYC,-114.019996643,51.113899231,3557
Smithers Airport,Smithers,Canada,YYD,CYYD,-127.18299865722656,54.82469940185547,1712
Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,-122.597000122,58.8363990784,1253
Penticton Airport,Penticton,Canada,YYF,CYYF,-119.60199737548828,49.46310043334961,1129
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,-63.12110137939453,46.290000915527344,160
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,-93.5766983032,69.5466995239,92
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,-123.426002502,48.646900177,63
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,-101.07599639892578,56.86389923095703,1170
Swift Current Airport,Swift Current,Canada,YYN,CYYN,-107.691001892,50.291900634799994,2680
Churchill Airport,Churchill,Canada,YYQ,CYYQ,-94.06500244140625,58.739200592041016,94
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,-60.4258003235,53.3191986084,160
St. John's International Airport,St. John's,Canada,YYT,CYYT,-52.7518997192,47.618598938,461
Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,-82.46749877929688,49.41389846801758,743
Armstrong Airport,Armstrong,Canada,YYW,CYYW,-88.90969848632812,50.29029846191406,1058
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,-68.20809936523438,48.60860061645508,172
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,-79.63059997559999,43.6772003174,569
Downsview Airport,Toronto,Canada,YZD,CYZD,-79.4655990600586,43.74250030517578,652
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,-82.56780242919922,45.88529968261719,635
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,-114.44000244140625,62.462799072265625,675
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,-114.777000427,55.2930984497,1912
Sandspit Airport,Sandspit,Canada,YZP,CYZP,-131.813995361,53.25429916379999,21
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,-82.30889892578125,42.9994010925293,594
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,-127.36699676513672,50.680599212646484,71
Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,-115.78700256347656,54.14390182495117,2567
Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,-66.2656021118164,50.22330093383789,180
Teslin Airport,Teslin,Canada,YZW,CYZW,-132.7429962158203,60.17279815673828,2313
CFB Greenwood,Greenwood,Canada,YZX,CYZX,-64.91690063476562,44.98440170288086,92
Faro Airport,Faro,Canada,ZFA,CZFA,-133.37600708007812,62.20750045776367,2351
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,-134.86099243164062,67.40750122070312,116
Blida Airport,Blida,Algeria,\N,DAAB,2.8141698837280273,36.50360107421875,535
Bou Saada Airport,Bou Saada,Algeria,\N,DAAD,4.206389904022217,35.33250045776367,1506
Soummam Airport,Bejaja,Algeria,BJA,DAAE,5.0699200630200005,36.7120018005,20
Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,3.215409994125366,36.691001892089844,82
Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,9.45244026184,24.292800903299998,3176
Boufarik Airport,Boufarik,Algeria,QFD,DAAK,2.87611,36.545799,335
Reggane Airport,Reggan,Algeria,\N,DAAN,0.2856470048427582,26.710100173950195,955
Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,8.62265014648,26.7234992981,1778
Ain Oussera Airport,Ain Oussera,Algeria,\N,DAAQ,2.8787100315093994,35.52539825439453,2132
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,5.45107984543,22.8115005493,4518
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,5.87361001968,36.7951011658,36
Mecheria Airport,Mecheria,Algeria,\N,DAAY,-0.242353007197,33.535900116,3855
Relizane Airport,Relizane,Algeria,\N,DAAZ,0.6262720227241516,35.752201080322266,282
Annaba Airport,Annaba,Algeria,AAE,DABB,7.809169769287109,36.822200775146484,16
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,6.620389938354492,36.2760009765625,2265
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,8.12071990967,35.4315986633,2661
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,3.311539888381958,32.93040084838867,2540
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,1.46315002441,35.3410987854,3245
Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,-0.8053889870643616,35.73540115356445,187
Tindouf Airport,Tindouf,Algeria,TIN,DAOF,-8.167099952700001,27.7003993988,1453
Ech Cheliff Airport,Ech-cheliff,Algeria,QAS,DAOI,1.33176994324,36.2126998901,463
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,-0.5322780013084412,35.54240036010742,367
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,-1.45000004768,35.0167007446,814
Es Senia Airport,Oran,Algeria,ORN,DAOO,-0.6211829781529999,35.6239013672,295
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,\N,DAOS,-0.593275010586,35.1717987061,1614
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,0.14714199304580688,35.207698822021484,1686
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,-0.18641400337219238,27.837600708007812,919
Biskra Airport,Biskra,Algeria,BSK,DAUB,5.73823022842,34.793300628699996,289
El Golea Airport,El Golea,Algeria,ELG,DAUE,2.8595900535583496,30.571300506591797,1306
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,3.794110059738159,32.38410186767578,1512
Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,6.140439987180001,31.673000335699996,463
In Salah Airport,In Salah,Algeria,INZ,DAUI,2.51202011108,27.250999450699997,896
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,6.088669776916504,33.06779861450195,279
Laghouat Airport,Laghouat,Algeria,LOO,DAUL,2.92833995819,33.764400482199996,2510
Timimoun Airport,Timimoun,Algeria,TMX,DAUT,0.276033014059,29.2371006012,1027
Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,5.412779808044434,31.917200088500977,492
In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,9.64291000366,28.0515003204,1847
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,2.384350061416626,6.357230186462402,19
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,-1.5124200582504272,12.35319995880127,1037
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,-4.33096981048584,11.160099983215332,1511
Kotoka International Airport,Accra,Ghana,ACC,DGAA,-0.16678600013256073,5.605189800262451,205
Tamale Airport,Tamale,Ghana,TML,DGLE,-0.8632140159606934,9.55718994140625,553
Wa Airport,Wa,Ghana,\N,DGLW,-2.507689952850342,10.0826997756958,1060
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,-2.3287599086761475,7.361830234527588,1014
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,-1.7747600078582764,4.896059989929199,21
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,-3.9262900352478027,5.261390209197998,21
Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,-5.073669910430908,7.738800048828125,1230
Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,-6.473189830780029,6.792809963226318,823
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,-5.55666017532,9.38718032837,1214
Man Airport,Man,Cote d'Ivoire,MJC,DIMN,-7.58735990524292,7.272069931030273,1089
San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,-6.660820007324219,4.746719837188721,26
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,-5.36558008194,6.9031701088,699
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,7.263169765472412,9.006790161132812,1123
Akure Airport,Akure,Nigeria,AKR,DNAK,5.3010101318359375,7.246739864349365,1100
Benin Airport,Benin,Nigeria,BNI,DNBE,5.5995001792907715,6.316979885101318,258
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,8.347200393676758,4.976019859313965,210
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,7.561960220336914,6.474269866943359,466
Gusau Airport,Gusau,Nigeria,QUS,DNGU,6.696109771728516,12.171699523925781,1520
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,3.97832989692688,7.362460136413574,725
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,4.493919849395752,8.440210342407227,1126
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,8.869050025939941,9.639829635620117,4232
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,7.320109844207764,10.696000099182129,2073
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,8.524620056152344,12.047599792480469,1562
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,13.080900192260742,11.855299949645996,1099
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,8.613940238952637,7.7038798332214355,371
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,3.321160078048706,6.5773701667785645,135
Minna Airport,Minna,Nigeria,MXJ,DNMN,6.462259769439697,9.652170181274414,834
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,6.94959020614624,5.0154900550842285,87
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,5.207190036773682,12.916299819946289,1010
Yola Airport,Yola,Nigeria,YOL,DNYO,12.430399894714355,9.257550239562988,599
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,7.685810089111328,11.130200386047363,2170
Maradi Airport,Maradi,Niger,MFQ,DRRM,7.1267499923706055,13.5024995803833,1240
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,2.183609962463379,13.481499671936035,732
Tahoua Airport,Tahoua,Niger,THZ,DRRT,5.265359878540039,14.875699996948242,1266
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,8.000109672546387,16.965999603271484,1657
Dirkou Airport,Dirkou,Niger,\N,DRZD,12.86870002746582,18.968700408935547,1273
Diffa Airport,Diffa,Niger,\N,DRZF,12.626700401306152,13.372900009155273,994
Zinder Airport,Zinder,Niger,ZND,DRZR,8.983759880065918,13.779000282287598,1516
